Sn1,Sn2,Sn3,Sn4,Sn5,Sn6,Sn7,Sn8,Sn9,Sn10,Tt,dloc,ED,overload_loc
-5.1783999999999984e-05,5.4631000000000006e-05,0.00012835100000000002,6.135e-05,-0.00010168030000000001,0.000206833,9.2113e-05,-2.56e-05,0.000112875,0.00027595,21.33974596,94,7,0
-0.000110569,5.41e-05,0.000229842,6.39e-05,-0.000101745,0.000284147,0.000119205,-4.42e-05,0.000112665,0.000275457,21.33974596,66,8,0
-7.912000000000001e-05,5.3565e-05,0.00016962799999999998,6.1925e-05,-0.00010212600000000002,0.00023474,0.000103575,-3.3600000000000004e-05,0.00011177299999999999,0.000275882,21.33974596,94,6,0
-0.000102353,5.03e-05,0.000206211,6.720000000000001e-05,-8.56e-05,0.000270275,0.000117354,-3.58e-05,0.00010515,0.000257971,20.48943484,95,4,0
-0.00013708,6.879999999999999e-05,0.00029303,7.91e-05,-0.000126924,0.000355936,0.000149755,-5.27e-05,0.000139456,0.000345498,25.93263357,46,9,0
-9.41e-05,5.96e-05,0.000231182,5.820000000000001e-05,-9.53e-05,0.000266019,0.00011222,-3.82e-05,0.000108973,0.000262585,20.48943484,0,9,0
-0.00019759,0.000109379,0.000441908,0.000119823,-0.000187289,0.000533245,0.000225825,-7.75e-05,0.00021289,0.000520073,37.43144825,0,5,0
-5.383700000000001e-05,8.237e-05,0.00015610199999999998,9.041e-05,-0.0001489163,0.000278735,0.00012733599999999995,-2.9700000000000007e-05,0.000168838,0.000408214,30.0,79,6,0
-0.000216163,0.00010673,0.000449652,0.000126275,-0.00019688,0.000569642,0.000246146,-7.46e-05,0.000228351,0.000551581,39.51056516,39,8,0
-0.000211382,0.000109027,0.0004499180000000001,0.000127649,-0.000193014,0.000555181,0.000234229,-8.39e-05,0.000217011,0.000537646,38.66025404,60,8,0
-0.000203788,0.000104878,0.000435522,0.000120061,-0.000188847,0.000535901,0.000226716,-7.92e-05,0.000211416,0.000520369,37.43144825,74,4,0
-0.000206345,0.000106251,0.000459709,0.0001253415,-0.000198624,0.000553123,0.00024000400000000004,-0.0006230580000000001,0.000228184,0.000552226,39.51056516,49,6,0
-0.000110565,5.41e-05,0.000230367,6.23e-05,-0.000102443,0.00028415,0.000119235,-4.4e-05,0.000111001,0.00027581,21.33974596,78,4,0
-0.00013611500000000002,9.897900000000003e-05,0.000295374,0.000113576,-0.00017978299999999998,0.000412964,0.000185516,-5.540000000000001e-05,0.000203404,0.00049683,35.87785252,52,8,0
-0.000100499,5.1183999999999996e-05,0.000208673,5.9158000000000005e-05,-9.79671e-05,0.00026217,0.000110776,-4.041e-05,0.000105793,0.00026294210000000004,20.48943484,13,3,0
-0.000158433,7.730000000000001e-05,0.000373848,8.99e-05,-0.000146003,0.000420061,0.000183984,-0.000900275,0.000171793,0.0004077,30.0,49,8,0
0.00013521300000000002,6.439e-05,-0.000265072,7.077e-05,-0.000128665,-0.00010346,5.375999999999997e-06,4.13e-05,0.000148599,0.00034810000000000006,25.93263357,16,1,2
-0.000216007,0.000111531,0.000461789,0.000128254,-0.000199525,0.000568454,0.000240356,-8.45e-05,0.000223801,0.000551655,39.51056516,51,5,0
-0.000203782,0.000104822,0.000435141,0.000120309,-0.000188526,0.000535921,0.000226785,-7.92e-05,0.000211319,0.000520225,37.43144825,18,8,0
-0.000217606,0.000113513,0.000468529,0.000129384,-0.000201968,0.00057487,0.000243196,-8.49e-05,0.000226971,0.0005583999999999999,39.94521895,0,1,0
-0.00017401,9.74e-05,0.00039722,0.000107931,-0.000169824,0.000491553,0.00020346,-7.11e-05,0.000191217,0.000469036,34.06736643,6,9,0
-9.5378e-05,4.9075000000000014e-05,0.00044016199999999996,6.293700000000001e-05,-0.00010031,0.000259727,0.000113422,-4.688000000000001e-05,0.000111819,0.000275155,21.33974596,45,9,0
-0.00010558,5.15e-05,0.000219727,5.93e-05,-9.79e-05,0.000270811,0.000113483,-4.22e-05,0.000105662,0.00026288900000000004,20.48943484,16,1,0
-0.000178462,9.568e-05,0.00037349800000000005,0.000107787,-0.00017031900000000002,0.00047294599999999997,0.000198195,-6.795999999999999e-05,0.000191017,0.0004691868,34.06736643,40,3,0
-0.000137128,6.879999999999999e-05,0.000289186,7.890000000000001e-05,-0.000127087,0.00035595699999999995,0.00014975,-5.44e-05,0.000139508,0.000345572,25.93263357,41,4,0
-0.000209719,0.000109206,0.000452345,0.000124682,-0.000194936,0.000554611,0.000234256,-8.18e-05,0.000219174,0.0005388659999999999,38.66025404,22,9,0
-0.000194443,9.990000000000003e-05,0.000413577,0.000116311,-0.000178199,0.000511529,0.000216703,-7.54e-05,0.00020113900000000005,0.000495788,35.87785252,97,7,0
-0.000123495,6.2511e-05,0.000258487,7.233840000000001e-05,-0.0001175,0.00032238,0.00013599100000000002,-4.925e-05,0.0001282391,0.0003181147,24.12214748,3,1,0
-0.000126384,6.27e-05,0.00026555,7.18e-05,-0.00011748,0.000327637,0.00013821,-4.92e-05,0.000128942,0.000318258,24.12214748,64,4,0
-0.000194969,0.00010002,0.000415692,0.000114774,-0.000180331,0.0005115230000000001,0.000216221,-7.609999999999999e-05,0.000201465,0.000496637,35.87785252,13,5,0
-0.000111667,5.42e-05,0.000230605,6.24e-05,-0.000102466,0.000307137,0.000119139,-4.41e-05,0.000110943,0.000275805,21.33974596,9,3,0
-0.00017277900000000002,8.8e-05,0.000367436,0.000100638,-0.00016030799999999998,0.000452169,0.000190976,-6.75e-05,0.000178121,0.000439125,32.07911691,50,5,0
-0.000192844,0.000101607,0.000418215,0.000114672,-0.000180035,0.000510669,0.000215735,-7.59e-05,0.000201822,0.000496597,35.87785252,11,6,0
-0.000104408,5.27e-05,0.000221853,5.93e-05,-9.79e-05,0.00027023,0.000112899,-4.26e-05,0.000105647,0.000262877,20.48943484,20,6,0
-0.000128392,6.751e-05,0.000268619,7.863399999999999e-05,-0.00012743700000000002,0.000341506,0.000145142,-5.125e-05,0.0001396061,0.000345729,25.93263357,64,1,0
-0.000105714,5.02e-05,0.000216308,5.89e-05,-9.71e-05,0.000271166,0.000115034,-3.97e-05,0.000106802,0.000262826,20.48943484,39,6,0
-0.000200703,0.000107848,0.000440562,0.000120349,-0.000188428,0.000534396,0.000225322,-8e-05,0.000211343,0.0005201919999999999,37.43144825,15,5,0
-0.00014861399999999998,7.48e-05,0.000314067,8.6e-05,-0.000137634,0.0003870980000000001,0.000163285,-5.820000000000001e-05,0.00015216,0.000375784,27.92088309,73,6,0
-0.000136048,6.829999999999999e-05,0.00028336400000000003,8.290000000000001e-05,-0.000121543,0.00035580000000000003,0.000151165,-5.22e-05,0.000138773,0.000343291,25.93263357,96,8,0
-0.000184085,0.00010948700000000003,0.00039438699999999995,0.000127341,-0.000200942,0.0005164680000000001,0.000222933,-7.481e-05,0.00022386200000000002,0.00055222,39.51056516,20,4,0
-0.000137185,6.87e-05,0.00028498200000000003,8.41e-05,-0.000121889,0.000355971,0.00014971399999999998,-5.5399999999999985e-05,0.00013691700000000002,0.000342995,25.93263357,70,9,0
-0.000194417,9.990000000000003e-05,0.000413597,0.000116204,-0.00017837900000000002,0.000511525,0.00021673900000000005,-7.53e-05,0.000201222,0.000495627,35.87785252,91,5,0
-0.00014110499999999998,8.7609e-05,0.000237288,0.00012461799999999998,-0.000201395,0.0004189789999999999,0.000190183,-5.9e-05,0.00021426,0.0005403569999999999,38.66025404,98,4,1
-0.00016081100000000002,8.149999999999999e-05,0.000340788,9.36e-05,-0.000148855,0.000419653,0.000176986,-6.32e-05,0.00016486,0.000407354,30.0,18,2,0
-8.817299999999997e-05,6.952e-05,0.00017023099999999996,7.019000000000003e-05,-0.00011603,0.000267652,0.00010787700000000001,-2.9999999999999997e-05,0.00013207200000000006,0.000318346,24.12214748,36,8,0
-0.000126402,6.23e-05,0.000270486,7.190000000000001e-05,-0.000116975,0.000327743,0.000138724,-0.000158309,0.000129224,0.00031811700000000003,24.12214748,49,3,0
-0.00016056799999999998,8.14e-05,0.00034036300000000005,9.34e-05,-0.00014869200000000002,0.000419612,0.00017728400000000002,-6.25e-05,0.000165206,0.0004073630000000001,30.0,53,3,0
-0.000211222,0.000108565,0.0004507,0.000124792,-0.00019522400000000005,0.000555252,0.000234926,-8.22e-05,0.000218813,0.000538902,38.66025404,40,5,0
-0.000127385,0.000124289,0.00015311300000000002,0.000107958,-0.00017492499999999998,0.00038202399999999985,0.000130456,-1.64e-05,0.000214327,0.000497223,35.87785252,3,7,0
-0.000105865,5.710000000000001e-05,0.00021804,5.91e-05,-9.76e-05,0.000271058,1.98e-06,-4.120000000000001e-05,0.000106087,0.000262868,20.48943484,29,6,0
-0.000103126,5.01e-05,0.000214121,5.770000000000001e-05,-9.56e-05,0.00026403900000000004,0.000110591,-4.13e-05,0.000102937,0.000256288,20.05478105,30,1,0
-0.000116371,5.76e-05,0.000239965,7.09e-05,-0.000103205,0.000303139,0.000128925,-4.44e-05,0.000117927,0.000292057,22.56855175,90,7,0
-0.000102749,4.99e-05,0.000213321,5.7399999999999986e-05,-9.53e-05,0.000263991,0.000111122,-4.01e-05,0.000103529,0.00025629900000000003,20.05478105,53,6,0
-0.000148801,7.49e-05,0.00031423700000000003,8.609999999999999e-05,-0.00013772399999999998,0.000387142,0.000163121,-5.86e-05,0.00015191,0.000375773,27.92088309,19,3,0
-0.000148324,7.54e-05,0.000315155,8.609999999999999e-05,-0.00013773,0.000386902,0.000162853,-5.88e-05,0.00015188299999999998,0.00037577,27.92088309,31,5,0
-9.4813e-05,5.18932e-05,0.000202272,5.891400000000001e-05,-9.779142e-05,0.000256934,0.000108822,-3.895000000000001e-05,0.000106242,0.0002629471,20.48943484,42,9,0
-0.000160592,8.149999999999999e-05,0.000338185,9.65e-05,-0.000145764,0.000419595,0.000177153,-6.34e-05,0.000163605,0.000405875,30.0,75,6,0
-0.000184449,9.51e-05,0.000392468,0.000108242,-0.00017062900000000002,0.000483319,0.000189141,-7.209999999999999e-05,0.000190202,0.000469136,34.06736643,29,1,0
-0.00014880099999999995,0.000106663,0.0003550690000000001,0.00012115600000000003,-0.0001861,0.000470002,0.000204588,-6.52e-05,0.000212077,0.00051944,37.43144825,70,5,0
